file_id,route_name,user_id,route_strava_id,distance,elevation,source
3909302038133038893,Bol d'or.gpx,7270139,,,,import
4851568439739873906,GP CERAMI 2024.gpx,7270139,,,,import
3909302038133038893,Bol d'or.gpx,7270139,,,,import
8324307493562993934,COURSE_281682218.gpx,7270139,,,,import
4851568439739873906,GP CERAMI 2024.gpx,7270139,,,,import
6151641384215299133,Trophée des champions.gpx,7270139,,,,import
